

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
072.961  000.122  000.122: require('telescope._extensions')
072.970  000.361  000.238: require('telescope')
073.517  000.167  000.167: require('plenary.functional')
073.529  000.313  000.146: require('plenary.job')
074.004  000.039  000.039: require('plenary.bit')
074.022  000.012  000.012: require('ffi')
074.032  000.116  000.066: require('plenary.path')
074.036  000.194  000.078: require('plenary.strings')
074.070  000.034  000.034: require('telescope.state')
074.108  000.037  000.037: require('telescope.config.resolve')
074.109  000.467  000.202: require('telescope.pickers.entry_display')
074.267  000.088  000.088: require('plenary.log')
074.275  000.123  000.036: require('telescope.log')
074.282  000.172  000.049: require('telescope.utils')
074.286  000.757  000.118: require('telescope.make_entry')
074.487  000.031  000.031: require('plenary.tbl')
074.489  000.067  000.035: require('plenary.vararg.rotate')
074.524  000.134  000.068: require('plenary.vararg')
074.553  000.028  000.028: require('plenary.errors')
074.555  000.201  000.038: require('plenary.async.async')
074.681  000.029  000.029: require('plenary.async.structs')
074.684  000.064  000.035: require('plenary.async.control')
074.687  000.100  000.035: require('plenary.async.util')
074.688  000.132  000.033: require('plenary.async.tests')
074.689  000.369  000.036: require('plenary.async')
074.690  000.403  000.034: require('telescope.finders.async_static_finder')
074.792  000.032  000.032: require('plenary.class')
074.798  000.072  000.040: require('telescope._')
074.799  000.108  000.036: require('telescope.finders.async_oneshot_finder')
074.838  000.038  000.038: require('telescope.finders.async_job_finder')
074.840  001.754  000.134: require('telescope.finders')
074.978  000.039  000.039: require('plenary.window.border')
075.006  000.028  000.028: require('plenary.window')
075.039  000.032  000.032: require('plenary.popup.utils')
075.041  000.138  000.039: require('plenary.popup')
075.195  000.029  000.029: require('telescope.deprecated')
075.239  000.043  000.043: require('telescope.sorters')
076.086  000.982  000.910: require('telescope.config')
076.137  000.049  000.049: require('telescope.pickers.scroller')
076.175  000.037  000.037: require('telescope.actions.state')
076.214  000.039  000.039: require('telescope.actions.utils')
076.285  000.031  000.031: require('telescope.actions.mt')
076.291  000.076  000.045: require('telescope.actions.set')
076.321  000.029  000.029: require('telescope.from_entry')
076.397  001.355  000.143: require('telescope.actions')
076.433  000.036  000.036: require('telescope.debounce')
076.511  000.077  000.077: require('telescope.mappings')
076.553  000.041  000.041: require('telescope.pickers.highlights')
076.583  000.030  000.030: require('telescope.pickers.window')
076.653  000.037  000.037: require('telescope.algos.linked_list')
076.655  000.070  000.034: require('telescope.entry_manager')
076.683  000.028  000.028: require('telescope.pickers.multi')
076.696  001.854  000.080: require('telescope.pickers')
076.785  000.044  000.044: require('telescope.builtin.__lsp')
076.796  000.099  000.055: require('telescope.builtin')
076.798  003.827  000.120: require('telescope._extensions.projects')
076.800  004.871  000.233: require('yasser.search.projects')
077.026  000.036  000.036: require('luasnip.session')
077.070  000.043  000.043: require('luasnip.util.util')
077.102  000.031  000.031: require('luasnip.util.types')
077.163  000.030  000.030: require('luasnip.util.ext_opts')
077.165  000.062  000.032: require('luasnip.nodes.util')
077.193  000.027  000.027: require('luasnip.util.events')
077.196  000.245  000.045: require('luasnip.nodes.node')
077.278  000.036  000.036: require('luasnip.util.extend_decorator')
077.283  000.086  000.050: require('luasnip.nodes.insertNode')
077.341  000.057  000.057: require('luasnip.nodes.textNode')
077.380  000.035  000.035: require('luasnip.util.mark')
077.635  000.221  000.221: require('luasnip.util._builtin_vars')
077.699  000.318  000.097: require('luasnip.util.environ')
077.754  000.053  000.053: require('luasnip.util.pattern_tokenizer')
077.797  000.043  000.043: require('luasnip.util.dict')
077.848  000.049  000.049: require('luasnip.session.snippet_collection')
077.885  000.983  000.097: require('luasnip.nodes.snippet')
077.974  000.037  000.037: require('luasnip.loaders._caches')
078.023  000.048  000.048: require('luasnip.util.path')
078.033  000.146  000.061: require('luasnip.loaders')
078.462  000.427  000.427: require('luasnip.util.log')
078.542  000.073  000.073: require('luasnip.nodes.functionNode')
078.603  000.060  000.060: require('luasnip.nodes.choiceNode')
078.657  000.049  000.049: require('luasnip.nodes.dynamicNode')
078.709  000.052  000.052: require('luasnip.nodes.restoreNode')
078.839  000.046  000.046: require('luasnip.util.parser.neovim_ast')
083.681  000.053  000.053: require('luasnip.util.directed_graph')
083.685  004.937  004.838: require('luasnip.util.parser.ast_utils')
083.793  000.048  000.048: require('luasnip.util.functions')
083.796  000.092  000.044: require('luasnip.util.parser.ast_parser')
083.857  000.061  000.061: require('luasnip.util.parser.neovim_parser')
083.897  000.039  000.039: require('luasnip.util.str')
083.900  005.189  000.061: require('luasnip.util.parser')
084.243  000.042  000.042: require('vim.treesitter.language')
084.247  000.101  000.059: require('vim.treesitter.query')
084.295  000.047  000.047: require('vim.treesitter.languagetree')
084.323  000.236  000.088: require('vim.treesitter')
084.399  000.419  000.183: require('nvim-treesitter.parsers')
084.499  000.048  000.048: require('nvim-treesitter.utils')
084.502  000.102  000.053: require('nvim-treesitter.ts_utils')
084.503  000.556  000.035: require('luasnip.extras.filetype_functions')
084.548  000.036  000.036: require('luasnip.nodes.absolute_indexer')
084.594  000.044  000.044: require('luasnip.extras')
084.633  000.037  000.037: require('luasnip.extras.fmt')
084.735  000.034  000.034: require('luasnip.extras.conditions')
084.768  000.032  000.032: require('luasnip.extras.conditions.show')
084.802  000.135  000.070: require('luasnip.extras.conditions.expand')
084.803  000.169  000.034: require('luasnip.extras.expand_conditions')
084.845  000.039  000.039: require('luasnip.extras.postfix')
085.010  001.109  000.228: require('luasnip.config')
085.012  008.160  000.071: require('luasnip')
085.291  000.042  000.042: require('luasnip.loaders.util')
085.331  000.039  000.039: require('luasnip.nodes.snippetProxy')
085.334  000.128  000.047: require('luasnip.loaders.from_vscode')
092.232  000.062  000.062: require('luasnip.loaders.from_snipmate')
102.226  000.076  000.076: require('luasnip.loaders.from_lua')
102.401  025.599  017.172: require('yasser.completion.luasnip')
102.596  000.106  000.106: require('mason-core.functional')
102.635  000.038  000.038: require('mason-core.path')
102.677  000.041  000.041: require('mason.settings')
102.803  000.034  000.034: require('mason-core.functional.data')
102.805  000.075  000.042: require('mason-core.functional.function')
102.847  000.034  000.034: require('mason-core.functional.relation')
102.886  000.036  000.036: require('mason-core.functional.logic')
102.905  000.228  000.082: require('mason-core.platform')
102.915  000.464  000.052: require('mason-core.log')
102.916  000.513  000.050: require('mason-null-ls')
102.950  000.033  000.033: require('mason-null-ls.settings')
102.996  000.036  000.036: require('mason-null-ls.ensure_installed')
103.147  000.040  000.040: require('mason-core.async')
103.180  000.032  000.032: require('mason-core.async.uv')
103.190  000.117  000.045: require('mason-core.fs')
103.222  000.031  000.031: require('mason-core.optional')
103.256  000.034  000.034: require('mason-core.EventEmitter')
103.316  000.060  000.060: require('mason-registry.index')
103.354  000.036  000.036: require('mason-core.functional.list')
103.357  000.316  000.038: require('mason-registry')
103.442  000.034  000.034: require('mason-core.result')
103.603  000.089  000.089: require('mason-core.process')
103.637  000.154  000.065: require('mason-core.spawn')
103.671  000.033  000.033: require('mason-core.receipt')
103.712  000.035  000.035: require('mason-core.functional.string')
103.720  000.276  000.054: require('mason-core.installer.context')
103.756  000.036  000.036: require('mason-core.installer.linker')
103.791  000.034  000.034: require('mason-core.async.control')
103.793  000.435  000.055: require('mason-core.installer')
103.829  000.035  000.035: require('mason-core.installer.handle')
104.066  000.108  000.108: require('mason-core.managers.powershell')
104.067  000.140  000.032: require('mason-core.fetch')
104.068  000.170  000.030: require('mason-core.managers.cargo.client')
104.153  000.045  000.045: require('mason-core.managers.std')
104.221  000.030  000.030: require('mason-core.providers')
104.226  000.072  000.041: require('mason-core.managers.github.client')
104.230  000.161  000.044: require('mason-core.managers.github')
104.258  000.396  000.066: require('mason-core.managers.cargo')
104.335  000.054  000.054: require('mason-core.managers.composer')
104.381  000.046  000.046: require('mason-core.managers.gem')
104.414  000.032  000.032: require('mason-core.managers.git')
104.477  000.063  000.063: require('mason-core.managers.go')
104.556  000.077  000.077: require('mason-core.managers.luarocks')
104.606  000.048  000.048: require('mason-core.managers.npm')
104.654  000.047  000.047: require('mason-core.managers.pip3')
104.657  000.827  000.063: require('mason-core.package.version-check')
104.659  001.662  000.050: require('mason-core.package')
104.742  000.038  000.038: require('mason-core.functional.table')
104.744  000.081  000.043: require('mason-null-ls.mappings.source')
104.800  000.053  000.053: require('mason-registry.stylua')
105.581  000.039  000.039: require('mason-registry.jq')
105.658  000.029  000.029: require('mason-core.notify')
105.695  000.035  000.035: require('mason-core.functional.number')
105.706  000.123  000.059: require('mason-null-ls.api.command')
105.828  000.033  000.033: require('gitsigns.async')
105.858  000.029  000.029: require('gitsigns.status')
105.947  000.037  000.037: require('gitsigns.debug')
105.985  000.038  000.038: require('gitsigns.util')
106.054  000.034  000.034: require('gitsigns.uv')
106.055  000.069  000.035: require('gitsigns.subprocess')
106.201  000.029  000.029: require('gitsigns.message')
106.209  000.087  000.058: require('gitsigns.config')
106.239  000.029  000.029: require('gitsigns.signs.base')
106.240  000.151  000.034: require('gitsigns.signs')
106.243  000.187  000.036: require('gitsigns.hunks')
106.248  000.389  000.058: require('gitsigns.git')
106.318  000.031  000.031: require('gitsigns.cache')
106.362  000.043  000.043: require('gitsigns.debounce')
106.390  000.027  000.027: require('gitsigns.diff')
106.396  000.148  000.046: require('gitsigns.manager')
106.436  000.039  000.039: require('gitsigns.highlight')
106.440  000.691  000.053: require('gitsigns')
106.956  000.040  000.040: require('gitsigns.signs.vimfn')
108.036  002.324  001.593: require('yasser.git.gitsigns')
108.202  000.047  000.047: require('lualine_require')
113.095  004.996  004.948: require('lualine')
115.589  000.081  000.081: require('lualine.highlight')
139.228  000.121  000.121: require('lualine.utils.mode')
140.471  032.432  027.234: require('yasser.theme.lualine')
140.685  000.056  000.056: require('telescope.previewers.previewer')
141.284  000.598  000.598: require('telescope.previewers.term_previewer')
141.501  000.060  000.060: require('plenary.context_manager')
141.859  000.059  000.059: require('nvim-treesitter.tsrange')
141.900  000.039  000.039: require('nvim-treesitter.caching')
141.908  000.168  000.070: require('nvim-treesitter.query')
141.920  000.237  000.070: require('nvim-treesitter.configs')
141.923  000.303  000.066: require('nvim-treesitter.info')
141.981  000.057  000.057: require('nvim-treesitter.shell_command_selectors')
142.000  000.452  000.091: require('nvim-treesitter.install')
142.049  000.049  000.049: require('nvim-treesitter.statusline')
142.100  000.050  000.050: require('nvim-treesitter.query_predicates')
142.102  000.600  000.049: require('nvim-treesitter')
142.106  000.731  000.071: require('telescope.previewers.utils')
144.414  002.308  002.308: require('plenary.filetype')
144.526  000.111  000.111: require('plenary.scandir')
144.608  003.323  000.173: require('telescope.previewers.buffer_previewer')
144.611  004.043  000.067: require('telescope.previewers')
145.439  000.066  000.066: require('telescope._extensions.media_files')
145.442  004.968  000.859: require('yasser.search.telescope')
145.763  000.117  000.117: require('fzf-lua.utils')
145.971  000.111  000.111: require('fzf-lua.path')
146.081  000.108  000.108: require('fzf-lua.actions')
146.130  000.049  000.049: require('fzf-lua.previewer')
146.182  000.418  000.150: require('fzf-lua.config')
146.570  000.289  000.289: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/fzf-lua/plugin/fzf-lua.vim
147.132  000.127  000.127: require('fzf-lua.win')
147.296  000.064  000.064: require('fzf-lua.fzf')
147.366  000.068  000.068: require('fzf-lua.libuv')
147.418  000.052  000.052: require('fzf-lua.shell')
147.697  000.278  000.278: require('fzf-lua.make_entry')
147.701  000.546  000.084: require('fzf-lua.core')
147.712  002.145  000.649: require('fzf-lua')
147.907  002.455  000.310: require('yasser.search.fzflua')
147.971  000.056  000.056: require('formatter.util')
148.075  000.045  000.045: require('formatter.config')
148.120  000.044  000.044: require('formatter.log')
148.121  000.149  000.060: require('formatter')
149.764  000.042  000.042: require('formatter.defaults.alejandra')
149.803  000.037  000.037: require('formatter.defaults.astyle')
149.841  000.036  000.036: require('formatter.defaults.clangformat')
149.931  000.088  000.088: require('formatter.defaults.denofmt')
149.975  000.043  000.043: require('formatter.defaults.esformatter')
150.013  000.036  000.036: require('formatter.defaults.eslint_d')
150.054  000.040  000.040: require('formatter.defaults.fishindent')
150.110  000.038  000.038: require('formatter.defaults.jsbeautify')
150.149  000.036  000.036: require('formatter.defaults.latexindent')
150.190  000.032  000.032: require('formatter.defaults.mixformat')
150.226  000.034  000.034: require('formatter.defaults.nixfmt')
150.260  000.032  000.032: require('formatter.defaults.nixpkgs_fmt')
150.297  000.036  000.036: require('formatter.defaults.ocamlformat')
150.336  000.038  000.038: require('formatter.defaults.phpcbf')
150.376  000.039  000.039: require('formatter.defaults.php_cs_fixer')
150.414  000.037  000.037: require('formatter.defaults.prettier')
150.455  000.039  000.039: require('formatter.defaults.prettierd')
150.495  000.039  000.039: require('formatter.defaults.prettiereslint')
150.535  000.038  000.038: require('formatter.defaults.prettydiff')
150.570  000.034  000.034: require('formatter.defaults.sed')
150.605  000.034  000.034: require('formatter.defaults.semistandard')
150.638  000.031  000.031: require('formatter.defaults.standard')
150.670  000.030  000.030: require('formatter.defaults.tsfmt')
150.706  000.035  000.035: require('formatter.defaults.uncrustify')
150.744  000.034  000.034: require('formatter.defaults.zigfmt')
150.745  002.580  001.624: require('formatter.defaults')
150.747  002.624  000.044: require('formatter.filetypes.any')
150.789  000.042  000.042: require('formatter.filetypes.lua')
150.832  000.042  000.042: require('formatter.filetypes.python')
150.875  000.042  000.042: require('formatter.filetypes.latex')
151.312  000.045  000.045: require('which-key.util')
151.314  000.103  000.058: require('which-key.tree')
151.367  000.053  000.053: require('which-key.config')
151.371  000.218  000.063: require('which-key.keys')
151.374  000.317  000.099: require('which-key')
151.470  000.536  000.219: require('yasser.whichkeymap')
151.636  000.073  000.073: require('null-ls.utils')
151.651  000.132  000.058: require('null-ls.config')
151.947  000.258  000.258: require('null-ls.helpers.cache')
152.059  000.111  000.111: require('null-ls.helpers.diagnostics')
152.132  000.073  000.073: require('null-ls.helpers.formatter_factory')
152.335  000.124  000.124: require('null-ls.logger')
152.422  000.087  000.087: require('null-ls.state')
152.428  000.294  000.084: require('null-ls.helpers.generator_factory')
152.747  000.117  000.117: require('null-ls.helpers.command_resolver')
152.749  000.320  000.203: require('null-ls.helpers.make_builtin')
152.835  000.086  000.086: require('null-ls.helpers.range_formatting_args_factory')
152.837  001.185  000.042: require('null-ls.helpers')
153.294  000.240  000.240: require('null-ls.methods')
153.300  000.376  000.136: require('null-ls.diagnostics')
153.317  000.480  000.103: require('null-ls.sources')
153.395  000.076  000.076: require('null-ls.builtins')
153.399  001.926  000.054: require('null-ls')
153.481  000.080  000.080: require('null-ls.builtins.formatting.isort')
153.547  000.065  000.065: require('null-ls.builtins.formatting.black')
154.475  000.196  000.196: require('vim.lsp.log')
154.813  000.312  000.312: require('vim.lsp.protocol')
155.271  000.356  000.356: require('vim.lsp._snippet')
155.309  000.037  000.037: require('vim.highlight')
155.318  000.503  000.110: require('vim.lsp.util')
155.324  001.251  000.240: require('vim.lsp.handlers')
155.386  000.061  000.061: require('vim.lsp.rpc')
155.421  000.034  000.034: require('vim.lsp.sync')
155.482  000.059  000.059: require('vim.lsp.buf')
155.518  000.035  000.035: require('vim.lsp.diagnostic')
155.557  000.038  000.038: require('vim.lsp.codelens')
155.626  001.693  000.215: require('vim.lsp')
155.629  001.795  000.102: require('null-ls.client')
155.743  000.049  000.049: require('fidget.log')
155.747  000.100  000.052: require('fidget')
155.814  000.047  000.047: require('fidget.spinners')
155.956  000.036  000.036: require('telescope.themes')
156.078  000.040  000.040: require('telescope._extensions.project.utils')
156.123  000.044  000.044: require('plenary.iterators')
156.125  000.125  000.041: require('telescope._extensions.project.git')
156.143  000.186  000.061: require('telescope._extensions.project.actions')
156.181  000.037  000.037: require('telescope._extensions.project.finders')
156.183  000.304  000.044: require('telescope._extensions.project.main')
156.279  000.436  000.132: require('telescope._extensions.project')
961.523  000.046  000.046: require('nvim-autopairs._log')
961.574  000.048  000.048: require('nvim-autopairs.utils')
961.700  000.042  000.042: require('nvim-autopairs.conds')
961.702  000.084  000.042: require('nvim-autopairs.rule')
961.704  000.129  000.046: require('nvim-autopairs.rules.basic')
961.711  000.315  000.092: require('nvim-autopairs')
961.779  000.049  000.049: require('nvim-autopairs.fastwrap')
961.939  000.035  000.035: require('nvim-autopairs.ts-conds')
961.940  000.073  000.037: require('nvim-autopairs.rules.ts_basic')
961.995  000.054  000.054: require('vim.treesitter.highlighter')
962.314  000.033  000.033: require('nvim-autopairs.completion.handlers')
962.448  000.031  000.031: require('cmp.utils.debug')
962.588  000.079  000.079: require('cmp.utils.char')
962.592  000.143  000.064: require('cmp.utils.str')
962.625  000.032  000.032: require('cmp.utils.pattern')
962.738  000.033  000.033: require('cmp.utils.misc')
962.766  000.028  000.028: require('cmp.utils.buffer')
962.801  000.033  000.033: require('cmp.utils.api')
962.803  000.142  000.048: require('cmp.utils.keymap')
962.806  000.180  000.038: require('cmp.utils.feedkeys')
962.876  000.069  000.069: require('cmp.utils.async')
963.015  000.049  000.049: require('cmp.types.cmp')
963.079  000.062  000.062: require('cmp.types.lsp')
963.135  000.055  000.055: require('cmp.types.vim')
963.136  000.223  000.057: require('cmp.types')
963.188  000.052  000.052: require('cmp.utils.cache')
963.190  000.313  000.038: require('cmp.context')
963.362  000.094  000.094: require('cmp.config.mapping')
963.467  000.043  000.043: require('cmp.config.compare')
963.468  000.105  000.062: require('cmp.config.default')
963.475  000.243  000.044: require('cmp.config')
963.566  000.038  000.038: require('cmp.matcher')
963.569  000.093  000.055: require('cmp.entry')
963.573  000.383  000.046: require('cmp.source')
963.717  000.067  000.067: require('cmp.utils.event')
963.806  000.044  000.044: require('cmp.utils.window')
963.808  000.089  000.045: require('cmp.view.docs_view')
963.894  000.033  000.033: require('cmp.utils.autocmd')
963.898  000.089  000.056: require('cmp.view.custom_entries_view')
963.948  000.049  000.049: require('cmp.view.wildmenu_entries_view')
963.984  000.035  000.035: require('cmp.view.native_entries_view')
964.018  000.034  000.034: require('cmp.view.ghost_text_view')
964.023  000.449  000.086: require('cmp.view')
964.105  001.739  000.139: require('cmp.core')
964.179  000.031  000.031: require('cmp.config.sources')
964.211  000.031  000.031: require('cmp.config.window')
964.229  001.914  000.113: require('cmp')
964.231  001.991  000.044: require('nvim-autopairs.completion.cmp')
964.261  002.976  000.493: require('yasser.completion.autopairs')
964.354  000.067  000.067: require('yasser.lsp.saga')
1008.857  044.458  044.458: require('telescope._extensions.packer.plugin_list')
1008.890  044.533  000.075: require('telescope._extensions.packer')
1009.062  000.059  000.059: require('luasnip/loaders/from_vscode')
1014.850  005.953  005.893: require('yasser.completion.cmpconf')
1049.353  034.500  034.500: require('yasser.theme.treesitter')
1049.490  000.132  000.132: require('yasser.nav.treesitter_textobjects')
1049.586  000.048  000.048: require('neoclip.settings')
1049.587  000.095  000.048: require('neoclip')
1049.688  000.078  000.078: require('spellsitter')
1050.289  000.592  000.592: require('telescope._extensions.fzy_native')
1050.368  000.039  000.039: require('transparent')
1050.462  000.059  000.059: require('notify.stages.fade_in_slide_out')
1050.477  000.184  000.086: require('yasser.theme.transparent')
1050.620  000.044  000.044: require('bufferline.lazy')
1050.663  000.040  000.040: require('bufferline.constants')
1050.716  000.052  000.052: require('bufferline.commands')
1050.722  000.200  000.064: require('bufferline')
1050.777  000.053  000.053: require('bufferline.utils')
1050.844  000.064  000.064: require('bufferline.config')
1050.939  000.087  000.087: require('bufferline.groups')
1050.993  000.033  000.033: require('bufferline.colors')
1051.262  000.048  000.048: require('bufferline.highlights')
1051.641  000.007  000.007: require('vim.keymap')
1051.646  000.055  000.048: require('bufferline.hover')
1051.731  000.059  000.059: require('bufferline.ui')
1051.756  001.278  000.678: require('yasser.theme.bufferline')
1051.798  000.041  000.041: require('packer.load')
1052.548  000.043  000.043: require('nvim-tmux-navigator')
1052.563  000.109  000.066: require('yasser.nav.tmuxconf')
1052.988  000.206  000.206: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/opt/vim-markdown/ftdetect/markdown.vim
1053.404  000.258  000.258: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/opt/vimtex/ftdetect/cls.vim
1053.620  000.115  000.115: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/opt/vimtex/ftdetect/tex.vim
1053.802  000.054  000.054: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/opt/vimtex/ftdetect/tikz.vim
1053.814  991.720  808.289: require('packer_compiled')
1053.991  000.176  000.176: require('yasser.keymappings')
1054.086  000.050  000.050: require('utils.nv_utils')
1054.121  000.129  000.079: require('yasser.autocommands')
1056.956  000.106  000.106: require('tokyonight.treesitter')
1056.959  000.177  000.071: require('tokyonight.util')
1057.160  000.087  000.087: require('tokyonight.colors')
1057.162  000.202  000.115: require('tokyonight.theme')
1057.268  000.106  000.106: require('tokyonight.config')
1057.270  000.542  000.058: require('tokyonight')
1058.360  001.650  001.108: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/tokyonight.nvim/colors/tokyonight.lua
1061.250  007.128  005.477: require('yasser.theme.colorscheme')
1061.869  000.459  000.459: sourcing /Users/yasser/.config/nvim/vimscript/functions.vim
1062.093  000.118  000.118: sourcing /Users/yasser/.config/nvim/vimscript/markdown.vim
1062.393  000.183  000.183: sourcing /Users/yasser/.config/nvim/vimscript/grammarous.vim
1128.808  066.305  066.305: sourcing /Users/yasser/.config/nvim/vimscript/tex.vim
1129.151  000.169  000.169: sourcing /Users/yasser/.config/nvim/vimscript/context.vim
